Author,Description,Gener,title
unknown,"This proceedings volume contains the contributions of the speakers who attended the NATO Advanced Research Workshop on ""Perspectives, Science and Technologies for Novel Silicon on Insulator Devices"" held at the Sanatorium Pushcha OLema, Kyiv, th Ukraine from It"" to 15 October 1998. This meeting was the second NATO Silicon on Insulator (SOl) Workshop to be held in st the Ukraine where the first meeting (Gurzuf, Crimea, 1 to 4th November 1994) focussed upon the physical and technical problems to be addressed in order to exploit the advantages of incorporating SOl materials in device and sensor technologies. On this occasion emphasis was placed upon firstly, promoting the use of SOl substrates for a range of novel device and circuit applications and secondly, addressing the economic issues of incorporating SOl processing technologies and device technologies within the framework of the resources available within the laboratories and factories of the Newly Independent States (NIS). The primary goal of both workshops has been the breaking of the barriers that inhibit closer collaboration between scientists and engineers in the NATO countries and the NIS. Indeed, it was a pleasure for attendees at the first meeting to renew acquaintances and for the first time attendees to make new contacts and enjoy the warm hospitality offered by our hosts in Kyiv. An outcome was the forging of new links and concrete proposals for future collaborations.",Technology & Engineering  ,"Perspectives, Science and Technologies for Novel Silicon on Insulator Devices,  (English, Paperback, unknown)"
,,,
Mukherjee Poulomi,,Juvenile Fiction  ,"Ali Baba and the Forty Thieves,  (English, Paperback, Mukherjee Poulomi)"
,,,
Winnifrith Tom,Tom Winnifrith examines how the great nineteenth-century novelists managed to say something new and important about sexual behaviour in spite of rules which dictated that the recording of this behaviour should combine the utmost discretion and deep disapproval. On the surface their fallen heroines seem to suffer the conventional cruel fate of the erring female: death or Australia or both. Tom Winnifrith examines ways in which the great novelists continued to portray the complexities underlying the simple division of women into angels and whores.,Social Science  ,"Fallen Women in the Nineteenth-Century Novel,  (English, Hardcover, Winnifrith Tom)"
,,,
unknown,,Humor  ,"The American Bystander #8,  (English, Paperback, unknown)"
,,,
One,"Nothing about Saitama passes the eyeball test when it comes to superheroes, from his lifeless expression to his bald head to his unimpressive physique. However, this average-looking guy has a not-so-average problem-he just can't seem to find an opponent strong enough to take on!",Comics & Graphic Novels  ,"One-Punch Man, Vol. 12,  (English, Paperback, One)"
,,,
Shriya Ghate,"Watch how Tantri excels as a science professor to get rid of Hooja. Shikari Shambu teams up with Mopes and Purr to rescue street dogs from the pound. Also, check out how Suppandi keeps things fresh.","9789350855492, 9350855496  ","Tinkle Double Digest No. 135,  (English, Paperback, Shriya Ghate)"
,,,
Wordsworth Elizabeth Dame,,Fiction  ,"Thornwell Abbas. [A Novel.] Vol. II.,  (English, Paperback, Wordsworth Elizabeth Dame)"
,,,
Frances Milton Trollope,,"9781179962290, 117996229X  ","The Attractive Man: A Novel, Volume 1,  (English, Paperback, Frances Milton Trollope)"
,,,
Multiple Contributors,,Language Arts & Disciplines  ,"The Child of Nature, Improved by Chance. a Philosophical Novel. by Mr. Helvetius. in Two Volumes. ... Volume 1 of 2,  (English, Paperback, Multiple Contributors)"
,,,
WILLIAM H AINSWORTH,"This is a reproduction of a book published before 1923. This book may have occasional imperfections such as missing or blurred pages, poor pictures, errant marks, etc. that were either part of the original artifact, or were introduced by the scanning process. We believe this work is culturally important, and despite the imperfections, have elected to bring it back into print as part of our continuing commitment to the preservation of printed works worldwide. We appreciate your understanding of the imperfections in the preservation process, and hope you enjoy this valuable book. ++++ The below data was compiled from various identification fields in the bibliographic record of this title. This data is provided as an additional tool in helping to ensure edition identification: ++++ The Novels Of William Harrison Ainsworth, Volume 3; The Novels Of William Harrison Ainsworth; William Harrison Ainsworth William Harrison Ainsworth, William Edward Armytage Axon Gibbings &amp; Company, Limited, 1901 History; General; History / General","9781278063454, 1278063455  ","The Novels of William Harrison Ainsworth, Volume 3...,  (English, Paperback, WILLIAM H AINSWORTH)"
,,,
Nag Arup,,Technology & Engineering  ,"A Novel Technique for Microencapsulation of Probiotic Bacteria,  (English, Paperback, Nag Arup)"
,,,
Volz Jessica A.,,Literary Criticism  ,"Visuality in the Novels of Austen, Radcliffe, Edgeworth and Burney,  (English, Hardcover, Volz Jessica A.)"
,,,
,"The introduction to this volume outlines the critical history of the novel from the moralising reactions of Hawthorne's contemporaries, through the assessments of writers such as Henry James and D. H. Lawrence, to the more recent approaches of the New Criticism, formalism, psychoanalytical criticism, structuralism and feminism. Each of the interpretative essays that follow places The Scarlet Letter in a specific historical and cultural context. The first shows that an awareness of the convention of romance is essential to an understanding of the novel. A second investigates the tension between Hawthorne's Puritan setting and his Romantic language, suggesting a complex relationship among author, narrator, characters, and story. A third considers the novel's pervasive metaphor of sexuality. The final essay locates the work in the genre of 'the novel of adultery'.","9780521319980, 0521319986  ","New Essays on ""The Scarlet Letter"" (The American Novel Series),  (English, Paperback, Emory Elliot, Colacurcio Michael J., Michael J. Colacurcio)"
,,,
Axelrod Mark,"The Poetics of Novels deals with the fundamentals of novel-writing and the execution of such, and though it engages specific notions of literary and cultural theory, it privileges the architectonics of the texts themselves as it crosses boundaries of both time and culture. Novels include: Austen's Northanger Abbey , Beckett's Company , Bronte's Wuthering Heights , Cervantes' Don Quixote , Flaubert's Madame Bovary , Hamsun's Hunger , Hardy's Tess of the D'Urbervilles , Lispector's Hour of the Star and Smart's By Grand Central Station I Sat Down and Wept .",Fiction  ,"The Poetics of Novels,  (English, Hardcover, Axelrod Mark)"
,,,
Jefferis Mary,,Literary Collections  ,"Some of Life's Lessons. [A Novel.],  (English, Paperback, Jefferis Mary)"
,,,
Fernandes Luis,"Folktales of Europe, presented by Tinkle, is an enchanting collection of European folk stories for children. The best of the stories are chosen for this title, from the past 25 years of Tinkle.Summary of the BookThis book brings to you a wonderful mixture of hilarious, informative, poignant and interesting stories from the ancient times of Europe. Gift your kids this collection and see how pleased they will be, with a bunch of folktales and evocative colourful illustrations.About Luis FernandesLuis Fernandes is an Indian comic book writer and editor. He is best known for co-creating Shikari Shambu with artist V.B. Halbe. Luis is the former editor of Tinkle magazine, which is a sister concern of Amar Chitra Katha.Tinkle is a monthly Indian magazine, known for its comics, stories, puzzles, quizzes, contests and other features targeted at school children.",Juvenile Nonfiction  ,"Folktales of Europe,  (English, Paperback, Fernandes Luis)"
,,,
Das Neilson,"This volume contains the lectures given at the Third Gordon Godfrey International Workshop on Computational Approaches to Novel Condensed Matter Systems which was held at The University of New South Wales July 12-17, 1993. Lecturers from Asia, Australia, Europe and North America gave a total of twenty-nine lectures which were spread over the five days. Unfortunately we were not able to include in this volume the lectures of S. Das Sarma from the University of Maryland on ""Non-Equilibrium Growth as a Self-Organised Phenomenon"" due to constraints of time. The workshops have been held annually since 1991 in Sydney, each covering a novel research area in condensed matter physics that is of topical interest. Australia has a strong tradition of research in condensed matter physics. The workshops are jointly organised by the School of Physics at the University of New South Wales (Sydney) and the Department of Theoretical Physics, Research School of Physical Sciences and Engineering at the Australian National University (Canberra). The late Gordon God frey was an Associate Professor of Physics at the University of New South Wales. He bequeathed his estate for the promotion and teaching of theoretical physics within the university. The primary purpose of each workshop is to expose post-graduate students in physics to both informal interaction and formal lectures from recognised international leaders in topical research areas. Past experience has demonstrated again and again that to be informed about a new field there is no substitute for personal contact and interaction.""","9781475797930, 1475797931  ","Computational Approaches to Novel Condensed Matter Systems,  (Sci078000, Paperback, Das Neilson)"
